"ID","Title","Created By","Created On","Estimate","Expected Result","Forecast","Module","Owner","Preconditions","Priority","References","Release","Section","Section Description","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Shared step ID)","Steps (Step)","Suite","Suite ID","TC Status","Type","Updated By","Updated On"
"C11986075","Verify whether the user can see the Trailing value has an empty white space after the text","Adepu Anusha","5/12/2022 2:48 AM","","","","Preview Data","Adepu Anusha","","High","STU-192","4.3","STU-192:[Designer] Preview Data Should Display Whitespace","","","1)Login to the designer page         
2)drag a snap to the canvas which is having expression and target path (ex:Mapper)                                                                 
3)write an expression value for ex as     """"hi   """"   i.e.,trailing three spaces                                                                                                                                                         
4)write target path as $.ws_trail                                  
5)save the changes                 
6)navigate to the out put preview
Expected Result:
Verify the following:                        
1)Output preview should have the empty white spaces after the given text                      
Ex: """"hi...""""","","Verify the following:                        
1)Output preview should have the empty white spaces after the given text                      
Ex: ""hi...""","","","1)Login to the designer page         
2)drag a snap to the canvas which is having expression and target path (ex:Mapper)                                                                 
3)write an expression value for ex as     ""hi   ""   i.e.,trailing three spaces                                                                                                                                                         
4)write target path as $.ws_trail                                  
5)save the changes                 
6)navigate to the out put preview","Master","S1","Obsolete","UI","Adepu Anusha","11/4/2024 12:57 AM"
"C12000124","Verify whether the output preview should have Render WhiteSpace checkbox","Adepu Anusha","7/13/2022 5:50 AM","","","","Preview Data","Adepu Anusha","","Medium","STU-192","4.3","STU-192:[Designer] Preview Data Should Display Whitespace","","","1)Login to the designer page

2)drag a snap to the canvas which is having expression and target path (ex:Mapper) and to see preview data

3)write an expression value which is having single or multiple whitespaces in between the words of a sentence 

4)write target path as for ex:$.ws_trailing

5)save the changes

6)navigate to the out put preview




Expected Result:
Verify the following:

1)User should be able to see the dots for whitespaces and underscroll for the tabs

2)User should be able to see the Render Whitespace Checkbox in the output preview

3)When checked the Render Whitespace user should able to see the dots and underscroll

4)If unchecked the Render Whitespace checkbox user should able to see only whitespaces

","","Verify the following:

1)User should be able to see the dots for whitespaces and underscroll for the tabs

2)User should be able to see the Render Whitespace Checkbox in the output preview

3)When checked the Render Whitespace user should able to see the dots and underscroll

4)If unchecked the Render Whitespace checkbox user should able to see only whitespaces

","","","1)Login to the designer page

2)drag a snap to the canvas which is having expression and target path (ex:Mapper) and to see preview data

3)write an expression value which is having single or multiple whitespaces in between the words of a sentence 

4)write target path as for ex:$.ws_trailing

5)save the changes

6)navigate to the out put preview



","Master","S1"," Automated","UI","Chandramohan","12/1/2024 9:19 PM"
"C12000136","Verify whether the Render whitespace Checked by default and whitespaces appear as dots by default","Adepu Anusha","7/13/2022 7:18 AM","","","","Preview Data","Adepu Anusha","","Medium","STU-192","4.3","STU-192:[Designer] Preview Data Should Display Whitespace","","","1)login to designerPage

2)drag a snap to the canvas which is having expression and target path (ex:Mapper) and to see preview data

3)write an expression value which is having single or multiple whitespaces in between the words of a sentence 

4)write target path ex:$.ws_trailing

5)save the changes

6)navigate to the out put preview


Expected Result:
Verify the following:

1)User should be able to see the Render Whitespace check box checked as default in the output preview

2)User should be able to see the dots and underscroll in the place of whitespace and tabs respectively by default in the output preview. ","","Verify the following:

1)User should be able to see the Render Whitespace check box checked as default in the output preview

2)User should be able to see the dots and underscroll in the place of whitespace and tabs respectively by default in the output preview. ","","","1)login to designerPage

2)drag a snap to the canvas which is having expression and target path (ex:Mapper) and to see preview data

3)write an expression value which is having single or multiple whitespaces in between the words of a sentence 

4)write target path ex:$.ws_trailing

5)save the changes

6)navigate to the out put preview

","Master","S1"," Automated","UI","Chandramohan","11/25/2024 2:24 AM"
"C427","Verify setting icon in the header panel","Sunil Darshanam","5/23/2017 2:40 PM","","","","Header Panel","Kranthi Poosala","","High","","","Header Panel","","","Loing to snaplogic, go to designer page
Click on th settings icon
Expected Result:
Designer setting popup should be displayed","","Designer setting popup should be displayed","","","Loing to snaplogic, go to designer page
Click on th settings icon","Master","S1"," Automated","UI","Kranthi Poosala","7/22/2024 12:56 AM"
"C428","Verify Privacy Policy link in the header panel","Sunil Darshanam","5/23/2017 2:40 PM","","","","Header Panel","Kranthi Poosala","","High","","","Header Panel","","","check whether new tab with doc is appearing
Expected Result:
doc should be appeared","","doc should be appeared","","","check whether new tab with doc is appearing","Master","S1"," Automated","UI","Kranthi Poosala","7/22/2024 12:56 AM"
"","","","","","","","","","","","","","","","","click on privacy policy link","","","","","click on privacy policy link","","","","","",""
"C429","Verify if the user is able to switch between multiple orgs","Sunil Darshanam","5/23/2017 2:40 PM","","","","Header Panel","Kranthi Poosala","User should have access to more than one org","Medium","","","Header Panel","","","Login as a user in designer 
Switch between org1 to org2
Expected Result:
Org picker should show the dropdown with all the orgs that user is assigned to and user should be able to select an of the orgs with the respective content changing accordingly.","","Org picker should show the dropdown with all the orgs that user is assigned to and user should be able to select an of the orgs with the respective content changing accordingly.","","","Login as a user in designer 
Switch between org1 to org2","Master","S1"," Automated","UI","Kranthi Poosala","7/22/2024 12:56 AM"
"C431","Verify the navigation across the main three tabs : Designer, Manager, Dashboard","Sunil Darshanam","5/23/2017 2:40 PM","","","","Header Panel","Kranthi Poosala","","Low","","","Header Panel","","","Login to manager
Click on the Designer header link
Expected Result:
User should navigate to Designer page","","User should navigate to Designer page","","","Login to manager
Click on the Designer header link","Master","S1"," Automated","UI","Kranthi Poosala","7/22/2024 12:56 AM"
"","","","","","","","","","","","","","","","","Click on Dashboard Link
Expected Result:
User should navigate to Dashboard page","","User should navigate to Dashboard page","","","Click on Dashboard Link","","","","","",""
"","","","","","","","","","","","","","","","","Click on Manager link
Expected Result:
User should navigate to Manager page","","User should navigate to Manager page","","","Click on Manager link","","","","","",""
"C434","orgs should be retained when switching between designer to dashboard","Sunil Darshanam","5/23/2017 2:40 PM","","","","Header Panel","Kranthi Poosala","User should have access to multiple orgs","Low","","","Header Panel","","","login as a user for multiple orgs 
switch between designer and dashboard
Expected Result:
when the switch happens the org should be retained","","when the switch happens the org should be retained","","","login as a user for multiple orgs 
switch between designer and dashboard","Master","S1"," Automated","UI","Kranthi Poosala","7/22/2024 12:56 AM"
"C9180","Verify user link and check the username and email in manager page and user link in dashboard","Harshida shaik","8/7/2017 3:46 AM","","1. In designer, verify username in tooltip and verfiy username present in username link
2. In manager, verify username in tooltip and verfiy username present in username link
3. In dashboard, verify username in tooltip and verfiy username present in username link
","","Header Panel","Kranthi Poosala","","Medium","","NA","Header Panel","","1. Login to designer.
2. Hover on username link present in header panel. Expected Result 1.
3. Navigate to manager.
4. Hover on username link present in header panel. Expected Result 2.
5. Navigate to dashboard.
6. Hover on username link present in header panel. Expected Result 3.

","","","","","","","Master","S1"," Automated","EndtoEnd","Kranthi Poosala","7/22/2024 12:56 AM"
"C9181","verify setting in headerPanel","Harshida shaik","8/7/2017 3:47 AM","","","","Header Panel","Kranthi Poosala","","Medium","","","Header Panel","","","","","","","","","Master","S1"," Automated","EndtoEnd","Kranthi Poosala","7/22/2024 12:56 AM"
"C9182","verify without saving settings in header panel","Harshida shaik","8/7/2017 3:48 AM","","","","Header Panel","Kranthi Poosala","","Medium","","","Header Panel","","","","","","","","","Master","S1"," Automated","EndtoEnd","Kranthi Poosala","7/22/2024 12:56 AM"
"C41912","Create task from Manager page show the list of snaplex","Ajeesh Varghese","1/12/2018 1:19 PM","","Expected snaplex list should be from:
1. org shared
2. project space C shared and 
3. project C shared

You should not be seeing snaplex from:
1. project space B shared and 
2. project B shared","","Toolbar","Anumeha Singh","Create:
1. snaplex A in org Shared
2. snaplex B in project space B shared
3. snaplex C in project B shared
4. snaplex D in project space C shared
5. snaplex E in project C shared","High","UI-1977","NA","Header Panel","","Login to manager and Create a task in project C","","","","","","","Master","S1"," Automated","EndtoEnd","Sunil Darshanam","5/30/2024 4:57 AM"
"C41914","Import a pipeline using designer","Ajeesh Varghese","1/12/2018 1:19 PM","","","","Toolbar","Anumeha Singh","that pipeline should have snaplex property which wont be there in this org","Medium","","NA","Header Panel","","Login to designer and import the pipeline","","","","","","","Master","S1"," Automated","EndtoEnd","Sunil Darshanam","5/30/2024 4:57 AM"
"C41915","Open a pipeline with deleted snaplex","Ajeesh Varghese","1/12/2018 1:19 PM","","","","Toolbar","Anumeha Singh","","Medium","","NA","Header Panel","","Create snaplex A under projects shared","","","","","","","Master","S1"," Manual","EndtoEnd","Anton Samsonov","12/19/2023 9:40 AM"
"C153515","Verify Snap catalog version warning message in Designer page.","F16442929789527","3/5/2019 12:31 AM","","","","Header Panel","Kranthi Poosala","1. Select an org which has two or more snaplexes.
2. Update one snaplex with older api_version through API.
ex :- 
org : testOrg
old_snaplex - older api_version
current_snaplex - current api_version","Medium","UI-2981","4.17","Header Panel","","","Login to Designer page with any user.","","","","","Login to Designer page with any user.","Master","S1"," Manual","UI","Kranthi Poosala","7/22/2024 12:56 AM"
"","","","","","","","","","","","","","","","","Select the org where snaplex api_version has changed to older version.
Expected Result:
Snap catalog version warning message should be displayed

Warning: Snap Pack Catalog is deprecated. Please upgrade Snaplexes to the current distribution.","","Snap catalog version warning message should be displayed

Warning: Snap Pack Catalog is deprecated. Please upgrade Snaplexes to the current distribution.","","","Select the org where snaplex api_version has changed to older version.","","","","","",""
"","","","","","","","","","","","","","","","","Click on snaplex drop down.
Expected Result:
old_snaplex - should have background color and snaplex name should be in 'Italic' style.

current_snaplex - should not have background color and snaplex name should not be in 'Italic' style.","","old_snaplex - should have background color and snaplex name should be in 'Italic' style.

current_snaplex - should not have background color and snaplex name should not be in 'Italic' style.","","","Click on snaplex drop down.","","","","","",""
"","","","","","","","","","","","","","","","","Hover over old_snaplex (older api_version).
Expected Result:
A tooltip with message - 'Snaplex nodes running deprecated version' should be displayed.","","A tooltip with message - 'Snaplex nodes running deprecated version' should be displayed.","","","Hover over old_snaplex (older api_version).","","","","","",""
"","","","","","","","","","","","","","","","","Hover over current_snaplex (current api_version).
Expected Result:
Tooltip should not be displayed.","","Tooltip should not be displayed.","","","Hover over current_snaplex (current api_version).","","","","","",""
"","","","","","","","","","","","","","","","","Update old_snaplex with current api_version through API.","","","","","Update old_snaplex with current api_version through API.","","","","","",""
"","","","","","","","","","","","","","","","","Refresh the designer page.
Expected Result:
Snap catalog version warning message should not be displayed.","","Snap catalog version warning message should not be displayed.","","","Refresh the designer page.","","","","","",""
"","","","","","","","","","","","","","","","","Click on snaplex drop down.
Expected Result:
Both snaplexes should not have background color and snaplex names should not be in 'Italic' style.","","Both snaplexes should not have background color and snaplex names should not be in 'Italic' style.","","","Click on snaplex drop down.","","","","","",""
"","","","","","","","","","","","","","","","","Hover over old_snaplex (current api_version).
Expected Result:
Tooltip should not be displayed.","","Tooltip should not be displayed.","","","Hover over old_snaplex (current api_version).","","","","","",""
"","","","","","","","","","","","","","","","","Hover over current_snaplex (current api_version).
Expected Result:
Tooltip should not be displayed.","","Tooltip should not be displayed.","","","Hover over current_snaplex (current api_version).","","","","","",""
"C153637","Verify snap catalog version warning message is displayed while selecting org with old api_version snaplexes.","F16442929789527","3/7/2019 11:27 PM","","","","Header Panel","Kranthi Poosala","1. Select an org which has two or more snaplexes.
2. Update one snaplex with older api_version through API.
  ex :- 
org : testOrg
old_snaplex - older api_version
current_snaplex - current api_version","Medium","UI-2981","4.17","Header Panel","","","Login to Designer page with any user to the 'org' which has all snaplexes with new api_version (current api_version)
Expected Result:
Snap catalog version warning message should not be displayed.","","Snap catalog version warning message should not be displayed.","",""," Login to Designer page with any user to the 'org' which has all snaplexes with new api_version (current api_version)","Master","S1"," To Be Automated","UI","Kranthi Poosala","7/22/2024 12:56 AM"
"","","","","","","","","","","","","","","","","Select 'org' in org drop down (like 'testOrg'), which has old api_version snaplex. 
Expected Result:
Snap catalog version warning should be displayed with message - Warning: Snap Pack Catalog is deprecated. Please upgrade Snaplexes to the current distribution.

Note : Warning message should be displayed after loading designer page.","","Snap catalog version warning should be displayed with message - Warning: Snap Pack Catalog is deprecated. Please upgrade Snaplexes to the current distribution.

Note : Warning message should be displayed after loading designer page.","","","Select 'org' in org drop down (like 'testOrg'), which has old api_version snaplex. ","","","","","",""
"","","","","","","","","","","","","","","","","Click on snaplex drop down.
Expected Result:
old_snaplex - should have background color and should be in 'Italic' style.

current_snaplex - should not have background color and should not be in 'Italic' style.","","old_snaplex - should have background color and should be in 'Italic' style.

current_snaplex - should not have background color and should not be in 'Italic' style.","","","Click on snaplex drop down.","","","","","",""
"","","","","","","","","","","","","","","","","Hover over old_snaplex (older api_version).
Expected Result:
A tooltip with message - 'Snaplex nodes running deprecated version' should be displayed. ","","A tooltip with message - 'Snaplex nodes running deprecated version' should be displayed. ","","","Hover over old_snaplex (older api_version).","","","","","",""
"","","","","","","","","","","","","","","","","Hover over current_snaplex (current api_version).
Expected Result:
Tooltip should not be displayed.","","Tooltip should not be displayed.","","","Hover over current_snaplex (current api_version).","","","","","",""
"C153506","Verify help menu links in Manager","Harshida shaik","3/4/2019 8:35 PM","","ExpRes: Verify help icon is visible.
1. The user should navigate to product documentation page.
2. The user should navigate to intelligent integration platform page
3. The user should navigate to creating and managing a pipeline page
4.The user should navigate to product videos page
5. The user should navigate to snaplogic community page","","Header Panel","Kranthi Poosala","","Medium","UI-2890","4.17","Header Panel","","1. Login to manager.
2. Click help icon present in header panel.
3. Click on Product documentation. ExpRes1 and close the tab
4. Click on intelligent integration platform. ExpRes2 and close the tab
5. Click on creating and managing a pipeline. ExpRes3 and close the tab
6. Click on product videos. ExpRes4 and close the tab
7. Click on Snaplogic community. ExpRes5 and close the tab","","","","","","","Master","S1"," Automated","UI","Kranthi Poosala","7/22/2024 12:56 AM"
"C153507","Verify 'manager tour' link in user help menu","Harshida shaik","3/4/2019 8:35 PM","","1. Check popups and text present in popup on every next
","","Header Panel","Kranthi Poosala","","Medium","UI-2890","4.17","Header Panel","","1. Login to manager.
2. Click help icon present in header panel.
3. Click on manager tour link.
4. Click next until the tour is completed. ExpResult1
5. End the tour.","","","","","","","Master","S1"," Automated","UI","Kranthi Poosala","7/22/2024 12:56 AM"
"C153508","Verify help menu links in Dashboard","Harshida shaik","3/4/2019 8:35 PM","","ExpRes: Verify help icon is displayed.
1. The user should navigate to product documentation page.
2. The user should navigate to intelligent integration platform page
3. The user should navigate to creating and managing a pipeline page
4.The user should navigate to product videos page
5. The user should navigate to snaplogic community page","","Header Panel","Kranthi Poosala","","Low","UI-2890","4.17","Header Panel","","1. Login to Dashboard.
2. Click help icon present in header panel.
3. Click on Product documentation. ExpRes1 and close the tab
4. Click on intelligent integration platform. ExpRes2 and close the tab
5. Click on creating and managing a pipeline. ExpRes3 and close the tab
6. Click on product videos. ExpRes4 and close the tab
7. Click on Snaplogic community. ExpRes5 and close the tab","","","","","","","Master","S1"," Automated","UI","Kranthi Poosala","7/22/2024 12:56 AM"
"C153509","Verify 'Dashboard tour' link in user help menu","Harshida shaik","3/4/2019 8:35 PM","","1. Popup should display with the text 'Welcome to SnapLogic Enterprise Integration Cloud!' ''
2. Check popups and text present in popup on every next
End the tour.","","Header Panel","Kranthi Poosala","","Medium","UI-2890","4.17","Header Panel","","1. Login to Dashboard.
2. Click help icon present in header panel.
3. Click on manager tour link. Expected result 1
4. Click next until the tour is completed. Expected result 2
5. Close the guide","","","","","","","Master","S1"," Automated","UI","Kranthi Poosala","7/22/2024 12:56 AM"
"C10229813","Verify Expression Configuration functionality of user settings","F16442929789527","4/1/2020 2:49 AM","","","","Header Panel","Kranthi Poosala","Create a pipeline with Mapper snap.","High","UI-4426, UI-4428, UI-4429, UI-4665","4.21","Header Panel","","","Login to Designer page as any user.","","","","","Login to Designer page as any user.","Master","S1"," In Progress","UI","Durga Prasad","11/25/2024 11:53 PM"
"","","","","","","","","","","","","","","","","Open User Settings.","","","","","Open User Settings.","","","","","",""
"","","","","","","","","","","","","","","","","Enable 'Expression Configuration' checkbox.
Expected Result:
Should be able to enable.","","Should be able to enable.","","","Enable 'Expression Configuration' checkbox.","","","","","",""
"","","","","","","","","","","","","","","","","Open created pipeline.","","","","","Open created pipeline.","","","","","",""
"","","","","","","","","","","","","","","","","Open Network tab.","","","","","Open Network tab.","","","","","",""
"","","","","","","","","","","","","","","","","Open Mapper snap.
Expected Result:
iris_snap_config_assistant POST API call with (operation: """"expression_search"""") attribute in request payload for expression should be displayed in Network tab.","","iris_snap_config_assistant POST API call with (operation: ""expression_search"") attribute in request payload for expression should be displayed in Network tab.","","","Open Mapper snap.","","","","","",""
"","","","","","","","","","","","","","","","","Click on 'Expression' drop down in Mapping Table.
Expected Result:
'Iris Recommendation' sub section and list of suggestions should be displayed under 'Expression' drop down.
Note : If 'Expression' drop down does not have any suggestions to be displayed then 'Iris Recommendation' sub section will not be displayed.","","'Iris Recommendation' sub section and list of suggestions should be displayed under 'Expression' drop down.
Note : If 'Expression' drop down does not have any suggestions to be displayed then 'Iris Recommendation' sub section will not be displayed.","","","Click on 'Expression' drop down in Mapping Table.","","","","","",""
"","","","","","","","","","","","","","","","","Close Mapper snap.","","","","","Close Mapper snap.","","","","","",""
"","","","","","","","","","","","","","","","","Disable 'Expression Configuration' checkbox in User Settings.
Expected Result:
Should be able to disable.","","Should be able to disable.","","","Disable 'Expression Configuration' checkbox in User Settings.","","","","","",""
"","","","","","","","","","","","","","","","","Open Mapper snap again.
Expected Result:
iris_snap_config_assistant API call for expression should not be displayed in Network tab.
 'Iris Recommendation' sub section should not be displayed under 'Expression' drop down.","","iris_snap_config_assistant API call for expression should not be displayed in Network tab.
 'Iris Recommendation' sub section should not be displayed under 'Expression' drop down.","","","Open Mapper snap again.","","","","","",""
"C10229814","Verify Snap Configuration functionality of user settings","F16442929789527","4/1/2020 2:49 AM","","","","Header Panel","Kranthi Poosala","Create a pipeline with MySQL Select snap.","High","UI-4426, UI-4428, UI-4429, UI-4665","4.21","Header Panel","","","1. Login to Designer page as any user.
2. Open User Settings.
3. Enable 'Snap Configuration' checkbox.
4. Open created pipeline.
5. Open Network tab.
6. Open MySQL Select snap.
7. Click on 'Table Name' bubble icon.
8. Close MySQL Select snap.
9. Disable 'Snap Configuration' checkbox.
10. Open MySQL Select snap again.
Expected Result:
'3. Should be able to enable.
6. iris_snap_config_assistant POST API call with (operation: """"config_recommendation"""") attribute in request payload for suggestable should be displayed in Network tab.
7. 'Iris Recommendation' sub section and list of suggestions should be displayed.
Note : If 'Table Name' field does not have any suggestions to be displayed then 'Iris Recommendation' sub section will not be displayed.
9. Should be able to disable.
10. iris_snap_config_assistant API call for suggestable should not be displayed in Network tab.
 'Iris Recommendation' sub section should not be displayed under 'Table Name' field.","","'3. Should be able to enable.
6. iris_snap_config_assistant POST API call with (operation: ""config_recommendation"") attribute in request payload for suggestable should be displayed in Network tab.
7. 'Iris Recommendation' sub section and list of suggestions should be displayed.
Note : If 'Table Name' field does not have any suggestions to be displayed then 'Iris Recommendation' sub section will not be displayed.
9. Should be able to disable.
10. iris_snap_config_assistant API call for suggestable should not be displayed in Network tab.
 'Iris Recommendation' sub section should not be displayed under 'Table Name' field.","","","1. Login to Designer page as any user.
2. Open User Settings.
3. Enable 'Snap Configuration' checkbox.
4. Open created pipeline.
5. Open Network tab.
6. Open MySQL Select snap.
7. Click on 'Table Name' bubble icon.
8. Close MySQL Select snap.
9. Disable 'Snap Configuration' checkbox.
10. Open MySQL Select snap again.","Master","S1"," To Be Automated","UI","Durga Prasad","11/25/2024 11:55 PM"
"C10300616","Verify notes is moving when asset palette is turned on/off","Poornima S","6/16/2020 2:43 PM","","","","Header Panel","Kranthi Poosala","","Low","UI-4720","4.22","Header Panel","","","Login to Designer.
Create a Pipeline
Add some notes to the pipeline and save it.
Go to User Settings and turn on Asset Palette.
Go to User Settings and turn off Asset Palette.

Expected Result:
Notes should move on the canvas when Asset Palette is turned on/off.","","Notes should move on the canvas when Asset Palette is turned on/off.","","","Login to Designer.
Create a Pipeline
Add some notes to the pipeline and save it.
Go to User Settings and turn on Asset Palette.
Go to User Settings and turn off Asset Palette.
","Master","S1"," Manual","EndtoEnd","Kranthi Poosala","7/22/2024 12:56 AM"
"C10230304","UI_Verify the button Notes on Header menu and Click on it to see Add/Delete Notes","SriSwapna Pothana","4/9/2020 3:51 PM","","","","Canvas","Natasha Mahaldar","","Low","UI-4440","4.21","NOTES [UI-4440:Add annotation in Designer]","https://mysnaplogic.atlassian.net/browse/UI-4440","","Login Designer tab
Create a Pipeline
On canvas Header-> Verify for the notes button
Expected Result:
![](index.php?/attachments/get/9288)
","","![](index.php?/attachments/get/9288)
","","","Login Designer tab
Create a Pipeline
On canvas Header-> Verify for the notes button","Master","S1"," Automated","EndtoEnd","Sunil Darshanam","5/30/2024 4:58 AM"
"","","","","","","","","","","","","","","","","Hover Over the Pencil icon
Expected Result:
Notes is displayed
![](index.php?/attachments/get/9290)

","","Notes is displayed
![](index.php?/attachments/get/9290)

","","","Hover Over the Pencil icon","","","","","",""
"","","","","","","","","","","","","","","","","Click on the pencil icon
Expected Result:
Buttons """"Add New Note"""" and Delete Notes"""" are displayed
![](index.php?/attachments/get/9294)


","","Buttons ""Add New Note"" and Delete Notes"" are displayed
![](index.php?/attachments/get/9294)


","","","Click on the pencil icon","","","","","",""
"","","","","","","","","","","","","","","","","Again Click on """"pencil """" icon
Expected Result:
Buttons """"Add New Note"""" and Delete Notes"""""""" will be disappeared from canvas pane","","Buttons ""Add New Note"" and Delete Notes"""" will be disappeared from canvas pane","","","Again Click on ""pencil "" icon","","","","","",""
"C10230305","UI_Verify the title name on the notes","SriSwapna Pothana","4/9/2020 4:06 PM","","","","Canvas","Natasha Mahaldar","","Low","UI-4440","4.21","NOTES [UI-4440:Add annotation in Designer]","https://mysnaplogic.atlassian.net/browse/UI-4440","","Login to Designer
Create a Pipeline
Click on Pencil icon from canvas header section
--> Click n Add Note
Verify the title on the added notes
Expected Result:
It should be user first name and last name
![](index.php?/attachments/get/9293)

","","It should be user first name and last name
![](index.php?/attachments/get/9293)

","","","Login to Designer
Create a Pipeline
Click on Pencil icon from canvas header section
--> Click n Add Note
Verify the title on the added notes","Master","S1"," Automated","EndtoEnd","Sunil Darshanam","5/30/2024 4:58 AM"
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C10230306","UI_Verify """"Add New note""""- Add Multiple notes and make sure latests added notes ia on the top and active","SriSwapna Pothana","4/9/2020 4:15 PM","","","","Canvas","Natasha Mahaldar","","Low","UI-4440","4.21","NOTES [UI-4440:Add annotation in Designer]","https://mysnaplogic.atlassian.net/browse/UI-4440","","Login to Designer
Create a Pipeline
Click on Pencil icon from canvas header section
--> Click on Add Note

Expected Result:
yellow Color note is displayed on top left hand corner
![](index.php?/attachments/get/9296)




","","yellow Color note is displayed on top left hand corner
![](index.php?/attachments/get/9296)




","","","Login to Designer
Create a Pipeline
Click on Pencil icon from canvas header section
--> Click on Add Note
","Master","S1"," Automated","EndtoEnd","Sunil Darshanam","5/30/2024 4:58 AM"
"","","","","","","","","","","","","","","","","Try to resize the note
Expected Result:
The note should be resizable","","The note should be resizable","","","Try to resize the note","","","","","",""
"","","","","","","","","","","","","","","","","Enter the text """"test1"""" in the note
save the PL
Expected Result:
Pipeline should be saved with the entered note
![](index.php?/attachments/get/9297)
","","Pipeline should be saved with the entered note
![](index.php?/attachments/get/9297)
","","","Enter the text ""test1"" in the note
save the PL","","","","","",""
"","","","","","","","","","","","","","","","","1) Click on """"Add New note"""" again second  time
2) Drag the First note and enter the test """"Test2""""

Expected Result:
1) One more note is added back pf the first note
![](index.php?/attachments/get/9298)
","","1) One more note is added back pf the first note
![](index.php?/attachments/get/9298)
","","","1) Click on ""Add New note"" again second  time
2) Drag the First note and enter the test ""Test2""
","","","","","",""
"C10230307","UI_Verify """"Delete New note""""- Delete Multiple notes","SriSwapna Pothana","4/9/2020 4:40 PM","","","","Canvas","Natasha Mahaldar","","Medium","UI-4440","4.21","NOTES [UI-4440:Add annotation in Designer]","https://mysnaplogic.atlassian.net/browse/UI-4440","","Login to Designer
Create a Pipeline
Click on Pencil icon from canvas header section
--> Click on Add Note

Expected Result:
yellow Color note is displayed on top left hand corner
![](index.php?/attachments/get/9296)




","","yellow Color note is displayed on top left hand corner
![](index.php?/attachments/get/9296)




","","","Login to Designer
Create a Pipeline
Click on Pencil icon from canvas header section
--> Click on Add Note
","Master","S1"," Automated","EndtoEnd","Sunil Darshanam","5/30/2024 4:58 AM"
"","","","","","","","","","","","","","","","","Try to resize the note
Expected Result:
The note should be resizable","","The note should be resizable","","","Try to resize the note","","","","","",""
"","","","","","","","","","","","","","","","","Enter the text """"test1"""" in the note
save the PL
Expected Result:
Pipeline should be saved with the entered note
![](index.php?/attachments/get/9297)
","","Pipeline should be saved with the entered note
![](index.php?/attachments/get/9297)
","","","Enter the text ""test1"" in the note
save the PL","","","","","",""
"","","","","","","","","","","","","","","","","1) Click on """"Add New note"""" again second  time
2) Drag the First note and enter the test """"Test2""""

Expected Result:
1) One more note is added back pf the first note
![](index.php?/attachments/get/9298)
","","1) One more note is added back pf the first note
![](index.php?/attachments/get/9298)
","","","1) Click on ""Add New note"" again second  time
2) Drag the First note and enter the test ""Test2""
","","","","","",""
"","","","","","","","","","","","","","","","","Click on """"Delete notes""""
Expected Result:
X symbol should be displayed on all notes
![](index.php?/attachments/get/9299)
","","X symbol should be displayed on all notes
![](index.php?/attachments/get/9299)
","","","Click on ""Delete notes""","","","","","",""
"","","","","","","","","","","","","","","","","Click on """"X"""" icon on the notes and save the pipeline
Expected Result:
Notes should be deleted and should be able to save the pipeline","","Notes should be deleted and should be able to save the pipeline","","","Click on ""X"" icon on the notes and save the pipeline","","","","","",""
"C10230319","UI_Verify the deletion of data inside notes","SriSwapna Pothana","4/9/2020 5:48 PM","","","","Canvas","Natasha Mahaldar","","Low","UI-4440","4.21","NOTES [UI-4440:Add annotation in Designer]","https://mysnaplogic.atlassian.net/browse/UI-4440","","Login to Designer
Create a Pipeline
Click on Pencil icon from canvas header section
--> Click n Add Note
Now delete the data inside the note

Expected Result:
Data inside the notes  should be deleted successfully
As the notes is getting deleted number of characters should change

![](index.php?/attachments/get/9341)




","","Data inside the notes  should be deleted successfully
As the notes is getting deleted number of characters should change

![](index.php?/attachments/get/9341)




","","","Login to Designer
Create a Pipeline
Click on Pencil icon from canvas header section
--> Click n Add Note
Now delete the data inside the note
","Master","S1"," Automated","EndtoEnd","Sunil Darshanam","5/30/2024 4:58 AM"
"C10230308","UI_Verify notes is retained for different versions of pipelines","SriSwapna Pothana","4/9/2020 4:44 PM","","","","Canvas","Natasha Mahaldar","","Medium","UI-4440, UI-4714","4.21","NOTES [UI-4440:Add annotation in Designer]","https://mysnaplogic.atlassian.net/browse/UI-4440","","Login to Designer
Create a Pipeline
Click on Pencil icon from canvas header section
--&gt; Click on Add Note

Expected Result:
yellow Color note is displayed on top left hand corner
![](index.php?/attachments/get/9296) 




","","yellow Color note is displayed on top left hand corner
![](index.php?/attachments/get/9296) 




","","","Login to Designer
Create a Pipeline
Click on Pencil icon from canvas header section
--&gt; Click on Add Note
","Master","S1"," Automated","EndtoEnd","Sunil Darshanam","5/30/2024 4:58 AM"
"","","","","","","","","","","","","","","","","Enter the text """"test1"""" in the note
save the PL
Expected Result:
Pipeline should be saved with the entered note
![](index.php?/attachments/get/9297) 
","","Pipeline should be saved with the entered note
![](index.php?/attachments/get/9297) 
","","","Enter the text ""test1"" in the note
save the PL","","","","","",""
"","","","","","","","","","","","","","","","","1) Click on """"Add New note"""" again second  time
2) Drag the First note and enter the test """"Test2""""
save the Pipeline

Expected Result:
1) One more note is added back pf the first note
![](index.php?/attachments/get/9298) 
","","1) One more note is added back pf the first note
![](index.php?/attachments/get/9298) 
","","","1) Click on ""Add New note"" again second  time
2) Drag the First note and enter the test ""Test2""
save the Pipeline
","","","","","",""
